label,tokenized
1,피부 좋아지다 좋다
0,티비 광고 보고 찾다 사다 전혀 효과 없다
1,성충 마리 넣기 대형 딱좋다 사이즈 이다 아이 좋아하다 매일 젤리 넣다 재미 있다 간혹 장수풍뎅이 톱밥 속 나오다 좋아하다 관찰 하다 지켜보다 학습 효과 있다 최고
0,제품 하나 빠졋는데 다음 날 바로 보내다 배송 하나 만족하다
0,우리 아기 거부 효과 없다
1,요리 하다 따다 넣다 입심 심하다 때 먹다 사다 처음 사보다 괜찮다 같다 만족하다
1,긷버긛
1,도착 자마자 한번 청소 하다 기분 좋다
1,귀엽다 따뜻하다 정말 좋다
0,배송 좀 늦다 나머지 그냥 그렇다
1,원래 쓰다 거 신혼집 들어오다 개 추가 구입 하다 깔끔하다 좋다
0,작다 먹다 없다 알도 차다 아니다 그냥 그렇다 배송 넘다 넘다 빠르다 보내다 좋다
1,예쁘다 질도 좋다 선물 용 좋다 자주 용하다
1,맛있다 굽다 먹다 맛있다 몇 개다 크림 떡볶이 만들다 먹다 괜찮다 배송 빠르다 편입 니
0,약하다 옷 떨어지다 건드리다 금방 쓰러지다 같다 돈 덥다 나무 된거 사다
0,무 소음 하다 사다 아예 내려가다 않다
0,제품 받다 보지 않다 확 정우 자동 변경 되어다 구매 전화 드리다 전화 끊다 결재 지다 열흘 지나다 제품 오다 연락 알다 어디 컴 플레인 하다 연락 받다 소비자 보호 안되다 건지다
1,집 분위기 어울리다 이쁘다
0,맛 정말 별로 립니 체리 맛 느끼다 힘드다
1,편하다 늘어나다 또사입 거
1,재다 재다 하다 역시 좋다 뼈 머리 제공 앞 돼다 넘다 아쉽다
0,집 곱창 대창 먹다 후기 좋다 주문 해봤다 저 곱창 개 대창 개 막창 개 염통 개 주문 하다 막창 식감 질 기고 제 입맛 별로 이다 외 다르다 맛있다
1,가격 구성 감사하다 깨지다 없다
0,가격 스타일 보온
1,일단 케이스 완전 기대 되다 얼른 효과 보고 후기 올리다
0,풀 커버 두다 풀 커버 하드 줄 알다 아니다 얏 하드 끼다 깨지다 안전하다 항데 덥다 야하다 개비 빡
0,달 정도 먹다 별 효과 못 보다 같다
1,나무 좋다 편하다 가볍다
1,받다 않다
1,저렴하다 싱싱하다 오징어 자다 사다
0,초 강력 테이프 구입 하다 초 강력 개뿔
0,띠 내부 파손 되다 체 오다 외부 배송 하다 파손 되다 알다 내부 생산 때 파손 되다 자제 사용 거 품질 무기 하다 말다
1,후기 바람 빠지다 하다 걱정 하다 바람 빠지다 괜찮다 공부 하다 때 편하다
0,시키다 옴 머 하다 임 버리다
1,아주 가볍다 크레이프 바스락 거리 이불 너 무덥다 배다 덮다 야하다 때 좋다
0,간단하다 조립 시간 절약
0,아니다 프로팰 고정 핀 없다 누
1,며칠 안되다 촉촉하다 같다
1,좋다 좋다 냄새 조금 요
1,겨울 꼭 쟁여놓 먹다
1,진짜 칩 같다 좋다 다만 처음 오다 냄새 좀
0,업체 통해 보내다 보다 빠르다 배송 차다 받다 내다 없다 이상하다 정도 아니다 상상 초월 쓴맛 암케 단 마리 없다 구성 놀라다
1,여러 유명 메이커 제품 써다 보다 최고 좋다 거기 가격 최고 사이즈 넉넉하다
0,생각 하다 좀 몬 핏
0,가격 대비 성능 효과 좀 미미하다
0,변색 거의 안되다 때 써다 하다 요
0,커피 가다 핸들 돌리다 때 힘 듭니 아래 자다 잡고 돌리다 돌리다 보다 아래 통 부분 잡다 고정 자다 안되다 움직 커피 한번 가다 팔 손목 전체 힘 들어가다 그냥 자동 살껄 그렇다 보다
0,교토 버스 권 엔 엔 인상 되어다 김포공항 예전 티켓 나누다 이르다 모르다 교토 가다 단 한번 사용 하다 하다
1,어보 양말 배송 빠르다 사장 친절하다 손편지 감동 이다 일 하다 때 신다 사다 신다
1,단추 좀 아쉽다 귀엽다
0,자다 쓰다 생각 작다
1,너므너므 마싯다 따다 애 먹다 나다 먹다 마누라 먹다 또 시키다
1,아기 태어나다 애용 하다 같다 잘쓰다
0,완전 쓰래 기 달도 되다 기전 고장 나다
1,그리기 편하다 손 묻다 나오다
1,처음 물건 하나 파손 되어다 친절하다 교환 해주다 향 생각 좋다 효과 모르다 꾸준하다 써다 볼 용
0,촉촉하다 부드럽다 먹다 알다 먹다
1,가성 비 좋다 싸다 비지 떡 일지 써다 보다 알다
0,냉동 신선하다 않다
0,메인 제목 호박고구마 하다 정작 온건 전혀 호박고구마 아니다 연 호박고구마 부드럽다 달 않다 그냥 고구마 호박 단어 빼다 좋다 듯
1,소프트 크랩 잇다 나가다 안 사먹다 되다 같다 집 잇다 게살 만들다 맛 잇다
0,여름 주일 전보 가격 오르다
0,개 사다 뎅 아쉽다
1,좋다 린스 대신 거사 용해 머릿결 좋아지다 모르다 머리 감 때 좋다 재다 예정 하다 겁니다
0,재다 저렴하다 사다 하다 소매 짧다 이상하다
0,자다 지워지다 않다 같다
1,시중 환타 포도 찾기 차다 힘들다 발견 넘다 반갑다 콜라 주문 하다
0,쓰다 나서다 얼굴 발열 감 따다 끌다 림 간지럽다 움 눈 간지럽다 미치다 다음 날 얼굴 트러블 올라오다
0,인용 밥솥 들어가다 조금 튀어나오다 물 취약 같다 디자인 깔끔하다 화면 같다
0,쉣 썩다 보내다 써다 왜
0,거실 받다 일 설치 좋다 갑자기 한쪽 나가다 부품 이상 확인 연락 줄다
1,이제 속옷 미인 잠옷 구매 하다 저렴하다 원단 정말 시원하다 로 로 나시 팔 모두 구매 하다
0,뽀샵 가다 하다 사진 리지 질욕 정도 사진 하다 다르다 개 싸구려 티바 받다 가다 버리다 개 짜증나다 뽀샵 사진 욕 나오다 절대 사지 말다 원래 리뷰 안다 상품 거지같다 애 서열 받다 올리다
1,관절 건강 하다 하다 먹다 있다
1,싸다 맛있다 빨 좋다
1,생각 맛있다 우유 타 먹다 오히려 먹다 싶다 맛 미숫가루 비슷하다 고소하다 냄새 나다 가격 좀 아쉬움
0,반지 개 주문 하다 사이즈 크다 아쉽다
1,믿다 쓰다 오마이갓 피싱 역시 좋다
0,아령 고무 고무 냄새 나다 아주 심하다 남 손 잡다 부분 기름기 같다 묻다 있다 자다 씻다 않다
1,좋다 탄탄하다 생각 하다 사이즈 더 맘 들다
1,원하다 느낌 자다 찍히다
1,배송 진짜 빨랏어 주문 바로 다음 날 받다 습 니당다 착용 감 좋다 예쁘다
1,아이 좋아하다 욕실 눈줄 자국 남다
0,정품 가격 비싸다 선물 하다 급하다 알아보다 사다 백화점 매장 가다 정품 가격 만천원 덥다 왜 여기다 만천원 팔고 쇼핑 가격 천원 받다 장가 사면 그냥 쇼핑 애 샘플 얹다 주다 완전 덤탱이 비추다 천하다
1,가격 저렴하다 배송 빠르다 조금 연습 하다 멋지다 폼폼 완성
1,확실하다 유지 좋다
0,정말 말로 표현 하다 없다 맛 깜짝 놀래다 제입 짜다 가요
1,제 원하다 디자인 크기 색감 이다
0,개 빡치다 던지다 줄 꼬임 이건 그냥 쓰레기통
1,온라인 상품권 란 상품권 사용 해봤다 정말 괜찮다 같다 다음 또 이용 하다 굉장하다 개꿀 상품 이다
0,보통 부대 찌게 맛 아니다 특이하다 두번째 궁 새다 후회 스럽다 후기 가다 알바인 듯 싶다
0,바로 다시 보내다 하다 물건 누락 시키다 연락 하다 확인 하다 번거롭다 더
0,자다 생각 새 저급 최고급 아니다 다른 저렴하다 나토 반드 깨 다르다 뿐 다르다 개 없다 들다 자다 생각 하다 구입 하다
0,직찍 찍 구매 후 배송 안되다 있다 전화하다 품절 월초 배송 되다 함 그렇다 미리 연락 주다 급하다 마트 기저귀 사고 난리 이다 그냥 일반 보내다 달라 고해 다음 날 받다
0,받다 생각 작다 미니 쥬 보다 무게 장난 아니다 막 입문 캠핑 초보 하나 하나 살림 장만 있다 불다
1,배송 빠르다 넘다 좋다 배송 빠르다 가격 타 사이트 쪼금 더 저렴하다 사무실 뭔가 고급 지다 느낌 번창 하다
0,완충제 옵션 배송 오다 충격 많다 찜찜하다
0,상태 넘다 안 좋다 마트 사 먹다 나다
0,저 별로 아니다 하다
1,고맙다 친절하다 좋다 이용 하다
0,사이즈 로 나오다 기준 건 생각 거 넓다
0,같다 다른 사진 보이 시피 위 쪽 마블링 좋다 아래쪽 마블링 거의 없다 고기 대해 자다 알 하다 뭐라다 하다 순 없다 뭔가 고기 다르다 같다
1,재다 좋다 배송 빠르다 안전하다 배달 해주시 만족하다
1,기존 기스 많다 깨지다 새다 바꾸다 좋다
1,애 입맛 딱좋다 맛있다
0,배송비 내다 불구 느리다 조회 자다 되다 않다 포장 상태 불량하다 새 상품 받다 얼룩 묻다 있다
0,더 필요하다 건데 다리 파이다 있다 좀 짜증나다
0,밀푀유 베 나다 세다 기름 버터 넣다 넘다 편하다
1,와우 아이 들다 다니다 기도 간편하다 좋다 망원경 갖다 싶다 하다 좋아하다 저 좋다 잘쓰다
1,잘쓰다 스티커 편하다
0,애 먹다 맛 없다
1,둘 먹기 딱이다 용량 이다
0,먼지 엄청나다 추천 하다 않다
0,소재 뻣뻣하다 인 테 가슴 부분 완전 뜨다 이다 정도 반품
1,좋다 굿굿 역시 늘 쓰다 이다
0,걸리다 받다 급하다 사다 어떻다 자다 모르다
1,깔끔하다 붙이다
0,코팅 해도 얼룩 생기다 기대 컷 보다 하나 안 하나 일주일 지나다 차이 없다
1,오다 거 사다 한번 쓰다 내일 써다
1,아이 주도 이유식 하다 때 완전 유용하다
1,적극 추천 이다 배송 빠르다 무엇 가격 도착 천연 라텍스 무조 제품 훌륭하다 다음 재다 의사 있다 커버 베다 세트 구매 하다 모든 맘 쏙드 사업 번창 하다
0,브라켓 걸 이용 고무 만 있다 판매 문의 하다 잘만 문의 하다 받다 하다 네이버 페이 점점 개판 듯 하다
1,고소하다 신선하다 보관 냄새 바삭 좋다
1,감성 최고 이다 색 약하다 해
1,좋다 어린이집 여름 이불 쓰기 좋다 같다 디자인 예쁘다 아이 좋아하다 자다 쓰다 있다
1,배송 빠르다 포장 꼼꼼하다 좋다
0,배송 빠르다 마우스 왼쪽 버튼 안 기다 여자 머리카락 끼다 전 남자 빼다 자꾸 끊어지다 기분 개 씹다 주다 같다
0,거 맛 왜 이르다 기존 먹다 타다 제품 녹차 같다 맛 거부 감 마시다 이건 맛 무슨 약 맛 같다 흠 괜찮다 거 겠다 말다 찜찜하다 통 사볼껄 통 사서
1,괜찮다 좋다 후회 없다
1,먹다 한참 걸리다 나누다 먹다
1,저 잘맞다 어지러움 맞다 효과 모르다 계속 써다 보다 느껴지다
0,아마 배송 시 찍히다 작시 상판 표면 긁다 힘 있다 같다 배 송료 원 받다 저 비슷하다 하자 있다 데 교환 반품 번거러워 들다 그냥 사용 하다 분 많다 같다 구매 참고 하다
1,두껍다 매트 조그만 상자 압축 하다 바쿡 손잡이 달다 보내다 깜놀 상단 라텍스 덕분 포근하다 폭 신해 배송 늦다 일주일 이상 바닥 자다 이외 만족하다
1,붓 부드럽다 눈 사용 하다 자극 쓰기 좋다 같다
0,착용 시 불편하다 사용 하다 않다
1,청소 용품 넣다 다니다 사서 자다 쓰다 있다
0,가당 무가당 정확하다 표시 하다
0,가리비 몇번 시키다 저번 시키다 가리비 맛있다 이번 가리비 상태 좋다 않다 냄새 좀 나다 아예 먹다 정도 아니다 전 비다 상태 안좋다 시키다 생물 문어 맛있다 포장 되어다 오다
0,쓰레기 설치 매뉴얼 없다 인터넷 보다 사운드 락 설치 하다 패킹 끼우다 말 간단하다 전 포기 홈 끼우다 힘 없다 금방 흘러나오다 제품 가다 설치 불가능 이다
0,발 부분 봉제 뜯다 하얗다 솜 보이 실 여기저기 마무리 안되다 교환 걸리다 그냥 쓰다 기다리다 질 안좋다
1,완전 쏘다 각 외식 필요없다
1,깔끔하다 포장 서다 자다 먹다
1,어서 후 숙시 켜다 먹다 받다
0,거 쓰다 아가 피부 뒤지다 병원 어요 의사 쓰다 래서 저희 쓰다 폭풍 검색 이전 아토 아가 사용 하다 있다 햇 늘다 자마자 아가 발라 주다 난리 낫다 케바케 겟 좀 아쉽다
0,작다 가격 대비 좋다 제품 요 약하다
1,색상 예쁘다 가격 대비 품질 만족스럽다
1,포장 꼼꼼하다 해외 배송 일주일 걸리다 오다 따다 사이트 저렴하다 구입 하다 대박 감사하다
1,리필 있다 좋다 굿 이다
0,같다 내용 이다 똑같다 거 개
0,상담 귀찮다 듯 느껴지다
1,어른 댁 보내다 실물 확인 하다 조금 아쉽다 좋아하다
0,재다 저번 시키다 먹다 맛 잇다 또 켯 늘다 저번 맛 아니다 물탄 느낌 랄 끄다 양념 밍밍 맵다 지인 추천 하다 저번 시키다 지인 또 재주 햇 늘다 이번 맛없다 왜 걸 끄다
0,다이소 사다 요즘 배송 늦다
1,좋다 좋다 상세 설명 같다
0,요기 드라이버 절때 사지 말다 개 쓰레기 힘 없다 저걸 돌리다 나사 마모 되다 좋다 거 쓸다
1,재다 가격 저렴하다 좋다 자주 시키다
0,그닥 마음 별루 들다
1,맛 간장 맛 늘 먹다 가다 번 이용 한번 도전 하다 보다 맛 괜찮다
0,배송 늦다 상품 보통 이다
1,이쁘다 선물 용 주문 하다 좋아하다 같다 맘 듭니
1,아이 좋아하다 재 주문 하다
1,되다
1,시원하다 마음 들다
1,좋다 저렴하다 가격 컵 바꾸다 있다 신세계 자주 이용 하다 같다 사이즈 맞다 추천 하다
0,허다 접다 생각 들다 재질 프라스 작동 해보다 좀 아서프다 생각 듭니 차라리 더 비싸다 좋다 만들다 좋다 않다 생각 듭니
1,붙다 아주 좋다 여 운동 하다 때 바닥 미끄러지다 같다
0,월요일 발송 택배 목요일 날 받다
1,곰돌이 귀엽다 컬러 사진 화사하다 예쁘다
1,요리 하다 밀 키트 사서 먹다 맛있다 좀 맵다 재다 매다 생각 해보다
1,헤어 에센스 중 최고
1,화장실 에두 유용하다 잘쓰다
0,미끄럽다 사용 붙다
1,좋다 만족하다 할아버지 드리다 구 주문 하다
0,손 알다 점저
0,소독 자체 일일이 뿌리다 아니다 닦다 번거롭다
1,시큼하다 노니 액 공복 먹다 잠 확 깨다 포장 아주 안전하다 깔끔하다 해주다 만족
0,재다 안전하다 배송 되다 재주 건데 박스 부서지다 도착 하다 죄송하다 말 한마디 터지다 않다 괜찮다 두다 가다 기분 좋다 않다
1,다시 멸치 상태 좋다 맛있다
0,구멍 나기 쉬다 그냥 책상 밑 두다 바람 자다 빠지다 겉 튼튼하다 보이다 작다 구멍 쉬다 나다
1,적극 추천 하다 사이즈 작다 식탁 위 놓다 사용 하다 편하다 결 이쁘다 모양 세련되다 매일 사용 하다 있다
1,재다 좋다 냄새 잡다 벌레 안생겨요
0,조립 하다 개봉 하다 아래 받침 부분 찍히다 다시 교환 받다 귀찮다 그냥 사용 하다 다른 껀 자다 검수 하다 보내다 바 요 옷 걸이 깔끔하다 화면 그대로
0,사이즈 사이즈 더 작다 아예 신축 없다 보다 되다 상품 평 보다 들다 하다 판매 자 상품 표기 정보 수정 하다 않다 싶다
1,고급스럽다 이쁘다
0,주문 박스 품절 추가 금 거의 원 가까이 내다 받다 박스 팔 비 오다 눅눅하다 받다
0,지지 대가 조금 약하다 같다 설명 가다 보기 쉬다 나오다 않다 하다
0,빨다 먼지 미치다 나오다 무조건 비 추천
1,검정색 튼튼하다
0,자마자 번 돌리다 고장 요 실망 이다 비추다
1,재다 매번 주문 좋다
0,오다 볼트 너트 녹슬다 보내다
1,재다 냉동 실 보관 먹다 괜찮다
0,사용 하다 끄다 자꾸 모래 같다 나오다 같다 빨다 그렇다 대체 몬 머르겠네
0,모서리 부분 찌그러지다 배송 되어다 커버 억지로 덮다 가려지다 보이 않다 교환 번거롭다 움 때문 그냥 쓰기 하다 기분 좋다 않다 이중 박스 포장 배송 문제 아니다 같다 불량 물품 배송 하다 하다 좀 그렇다
1,휴대 하다 편하다 도톰하다
1,대박 편하다 줄 케이스 일체 좀 불편하다 때 있다
1,기대하다 더 좋다 제 좋아하다 재질 더 맘 드네용
1,단계 갈아타다 중 여전하다 자다 먹다 좋다 가격 빠르다 배송 좋다
1,생각 무겁다 시원하다
0,배송 운 빨르다 성품 빠지다
0,아프다 고리 부분 튀어나오다 일 써다 계속 파서 보다 굳은살 생기다 같다 마무리 별로 가격 비다 추천 안 하다 듯
1,에시앙 헤이즐넛 색 넘다 예쁘다
0,석유 냄새 같다 심하다 나서다 깜짝 놀라다
0,옷 새기다 영문 때문 아들 모르다 입다 당혹스럽다 일이 생기다 새기다 글자 뜯다 내다 없다 옷 만들다 때 일부러 그렇다 문자 넣다 건지다 이해 안되다
1,디자인 구성 뭐 하나 빠지다 없다
0,자다 먹다 아니다 아기 이나 중이 심심하다 하다 주문 함 녹지 않다 목 걸리다 무서움 개월 가다
1,설명 같다 들다 좋다 점 조금 아쉬웟 무겁다 상품 넣기 조금 부담스럽다 작다 상품 넣기 어리다 같다 상자 만들다 나서다 틈 있다
0,재다 저번 깔끔하다 오다 또 시키다 이번 티백 터지다 아몬드 터지다 밀봉 안되다 신경 부탁드리다
1,무료 체험 배송 좋다 물건 좋다 굿 이다
1,할인 적립 되어다 더 저렴하다 구매 하다 자다 사용 하다 꼭꼭 사다
1,배송 빠르다 의자 예쁘다 좋다
1,사진 하다 똑같다 튼튼하다 좋다
0,색도 예쁘다 가볍다 작다 들다 펴다 사용 한지 일주일 고장 걸음 걸어가다 한단 내려오다 한철 쓰다 버리다
0,건조기 돌리다 나다 향 안나
0,가성 비 대비 최고 초반 리뷰 올리다 감지 센서 첨부 터 동안 하다 하다 상담 하다 휴지 테스트 하다 역시 감다 댐 택배 다시 보내다 받다 귀찮다 거실 용 삼성 크다 믿다 그냥 써다 작은방 구석 두다
0,이케아 가구 처음 구매 하다 조립 보다 수평 맞다 사다리 한쪽 발 쿠션 재 개 붙이다 수평 맞다 자세하다 보다 절단 부위 제대로 되다 않다
1,작년 사다 때 출퇴근 용 자다 타고 다니다 자전거 잃어버리다 한번 더 구매 하다 자물쇠 깜빡 채우다 잃어버리다 완조 립 신청 튼튼하다 자물쇠 주다 이번 잃어버리다 걱정 없다
1,가볍다 바퀴 자다 굴러가다 빠르다 배송 감사 드리다 튼튼하다 자다 사용 하다 있다 듯 하다 만족 이다
1,재다 작다 하다 또 무크 패드 붙이 사용 이다 댜 발펺 좋다
1,좋다 굿 이다
1,가격 사악하다 퀄리티 좋다
1,부모님 좋아하다 재다 의사 있다
1,자다 받다 정말 좋다
1,아침 화장 하다 바르다 메이크업 하다 차다 촉촉하다 화장 더 찰떡 되다
1,저렴하다 가격 득템 하다 아이 좋아하다 최애 간식 넬 어른 먹다 맛있다
0,효과 없다 화장실 개 놓다 페브리즈 화장실 용이 효과 더 좋다
1,오다 어제 받다 오늘 막 굽다 먹다 넘다 넘다 맛 나다 딸 간식 사다 제 먹다 생기다
0,재다 아두 적다 불편하다
0,재다 겨울왕국 넘다 좋아하다 주문 하다 올라프 그림 구석 달랑 애가 완전 실망하다 속 느낌
1,재다 작년 햇 늘다 애기 옷 많아지다 보다 하나 더 구입 햇 배송 빨랏 프레임 파손 됫어왓 늘다 교환 해주 셧 감사하다
1,저렴하다 연습 장용 좋다
1,줄이다 없다 빼다 만족하다
1,패턴 이쁘다 깔끔하다 또 구매 하다
1,사용 해보다 가격 대비 훌륭하다
0,곳 더 저렴하다 파네
1,우선 여자친구 몸 차서 커피 대신 말다 거 쑥차 주문 하다 맛 좋다 괜찮다
0,자다 한번 써다 보다 하다
1,꾸준하다 써다 보다
0,구성 진짜 좀 갖다 놀다 보다 부서지다 하루 가다
0,배송 빠르다 가죽 끈 더럽다
1,첨 신랑 사다 왜 사다 뭐라다 하다 캠핑 하다 때 정말 잘쓰다
1,재다 적다 양 발색 좋다
0,마감 후짐 찍찍 부분 마감 말 안되다 구림 휻홐
1,재다 좋다 두피 트러블 때문 제품 쓰다 향 좋다 계면활성제 거품 정말 자다 강 추하다
1,추천 하다 늗곶
0,빼먹다 라서 포장 하다 생선 물이 옴
0,재다 숟가락 손잡이 크다 젓가락 짧다
1,효과 좋다 실내 좀 어두워지다
0,터치 자다 돼다 바로 제거 버렀습니 구매 하다 말다
0,이건 완전 그냥 깡통 요 살이 하나 없다 배송 늦어지다 괜찮다 하다 그렇다 실망 저 아니다 그냥 버리다 거 주문 하다 그게 맛있다 위안 돼다 그거 아니다 아우 진짜
1,배송 빨르다 스폰지 젖병 씻다 때 좋다
1,알약 작다 먹기 편하다 효과 있다 기대하다 꾸준하다 먹다 보다
0,포장 진짜 실속 시키다 포장 정말 별로 터키 가다 석류 즙 매일 먹다 보다 사람 그냥 시중 팔다 석류 즙맛 진하다 터키 석류 과즙 생각 하다 안되다 같다
0,밑 고무 파킹 파손 되다 상태 오다
1,작약 착상 돕다 다해 구입 하다 믿다 먹다
0,괜찮다 급하다 입 만해
0,재질 좋다 않다 신축 없다 하이 웨스트 느낌 정사 이즈 작다 상의 버튼 앉다 뭐 올라가다 하다 그렇다 가슴 있다 사람 입다 부 하다 보임
1,재다 인기 품목 제 자주 시키다 먹다 물 맛 좋다 굿
0,개 삿는데 뚜껑 잘알다 닫히다
1,저렴하다 구해 기분 좋다
0,눈가 자국 심하다 남다
0,가볍다 좋다 아이스크림 뜨다 먹다 휘 지다 쓸다 있다 제품 아니다 같다
0,용량 적다 보다 발라 효과 보기 전 쓰다 되다
1,필터 양도 넉넉하다 아주 좋다
1,허리 디스크 때문 구매 하다 좋다 전기장판 대신 거 하나 깔다 자도 온몸 따뜻하다 거 덕분 몸 좀 더 개운하다 지다 같다 다음 또 구매 하다
0,배송 시 쇼파 면 가죽 찢기다 곳 데 있다 반품 처리 번거롭다 그냥 사용 하다 바늘 질 상태 제품 완성 루
1,또 구매 하다 포레스트 구매 후 사용 하다 세탁 말리 번갈아 가다 쓰다 하나 더 사다 부드럽다 포근하다 자다 쓰다
1,재다 좋다 재주 문해 용
0,빠르다 배송 감사하다 보내다 쿠션 두 개 서로 다른 제품 오다 황당하다
1,가볍다 따뜻하다 좋다
0,사용 하다 때 플라스틱 타다 냄새 가격 저렴하다 그냥 대충 쓸다
0,분무기 상태 안좋다 사용 하다 계속 손 누르다 있다 되다 제대로 눌리질 않다 분무기 교환 하다 그게 더 거 같다 그냥 사용 하다
0,맛없다 다시다 시키다 먹다 같다 제 진짜 향신료 좋아하다 고수 먹다 진심 조금 별로 주문 해보다 다르다 주문 해보다 좋다 듯 하다
1,생각 짧다 좋다
0,번 구입 인대 맛 싱겁다 같다
0,전화하다 않다 받다 교환 하다 그것 귀찮다 그냥 쓰렵니 기다리다 그렇다 실망 크다 상품 나가다 때 검수 하다 않다 오다 하나 크게 나오다 대충 끼우다 쓰다 기분 좋다 않다
1,빠르다 배송 좋다 상품 맘 드네
1,재다 싸다 맛 좋다
1,음식 그릇 담 때 살리다 같다 좋다
1,아주 맛있다 먹다 꼭 재다 하다
0,종류 액 먹다 보다 이건 끝맛 타다 맛 나다 다른 고가 비다 침전 물 많다 듯 해
1,튼튼하다 자다 사용 있다
0,음 진주 때문 고정 자다 돼다
1,배송 빨 만족하다 아기 이유식 먹다 때마 떡뻥 먹다 때 먹이 잇다
0,엑스 되다 잇다 이쁘다
0,생각 스티커 붙다 않다 자꾸 떨어지다
1,좋다 추천 하다
1,라운드 유광 이태리 산 통 세라믹 조절 가능하다 프레임 발 친절하다 배송 식탁 하나 기분 좋아지다
0,한번 바로 오다 나가다 버리다 정도 얇다
1,저렴하다 가격 슬림 옷 걸이 만족하다
1,배송 빠르다 자다 포장 되어다 도착 하다 예쁘다
1,친구 추천 해주다 써다 됴아용
1,생각 더 이쁘다 모서리 좀 각 있다 아프다
0,무거워 알다 워
1,똥손 하다 하다 발 별로 상품 이쁘다
1,먹다 하나 고민 했느데 아이 자다 머 좋다
0,거울 외곡 뚱뚱하다 보이 크다 산 의미 없어지다 싸다 비지 떡
0,사이즈 커서 불편하다 반품 귀찮다 그냥 넣다 두다
1,친절하다 좋다 다음 재다 하다
1,가격 대비 구성 알차다 필름 가다 생각 하다 재질 좀 다르다 하드 타입 랩 같다 느끼다 터치 감다 조금 스크래치 방용 좋다 거 같다
0,크다 기대 사용 하다
1,홈 트레이닝 가성 비 좋다 중량 운동 시작
1,재다 늘 구매 하다 있다
1,빠르다 배송 감사하다 좋다 선물 되어다
1,이제 컴퓨터 블루투스 하다 있다 좋다 넘다 되다 무선 이어폰 연결 해봤다 자다 들다 제품 만들다 감사하다
0,주문 말다 밀리다 걸리다 거의 달 받다 맛 아니다
1,일단 가성 비 최고 이다 옷 귀엽다 이쁘다
0,솔직하다 후기 우선 양은 적다 새우 그림 다르다 크기 작고 물렁거려
1,사용 하다 좋다 같다
0,완전 쓰레기 이다 출고 하다 때 검다 선반 찍히다 끄다 물건 썩다 재고 싸다 받다 팔다 같다
1,지난번 구매 후 지인 나누다 먹다 맛 나다해 재다 하다 터 타 먹다 외출 용 갖다 불편하다 맛 나다
1,와우 배송 똥 차다 빠르다 번창 하다
1,밉다 끌리다 조금 있다
1,아주 좋다 굳다 이다
1,좋다 따뜻하다 겨울철 필수품
1,모자 일 되다 아기 쓰기 조금 크다 여우 쿠
0,곳 만물 이흥건 방 청소 하다 땐 물기 가다 빠지다 별로
1,자다 사서 말다 먹다 또 살다
1,해외 배송 기간 여유 갖다 주문 하다 저렴하다 자다 구매 하다 좋다
0,색 이쁘다 베이지 아니다 그레이 빛 돌다
1,예쁘다 또 주문 하다 잘쓰다
0,봉지 켯 늘다 배송 오다 오다 오다 봉지 구멍 송송 나다 그거 때문 택배 봉지 안 봉투 흙 묻다 있다 봉지 신경 좀 써다 주다 좋다 사진 급하다 마스 킹 테이프 막다
0,피치 주문 마음대로 레몬 옴 예민한사람 기분 뭐 같다 보통 교환 귀찮다 사람 있다 때문 번거롭다 그냥 쓰다 쉬다 생각 하나 봄 좀 쓰다 짜증나다
1,과일 담그다 농약 기름 둥둥 뜨다 농약 빼주 건지다 아니다 어떻다 화학 작용 이렇다 생기다 건지다 모르다 기분 좋다
1,이불 넣기 충분하다 공간 요 만족하다
0,특품 기대하다 선물 주기 좋다 상품 아니다 불만족 이다
1,편하다 입다 좋다 적당하다 루즈핏
1,화장실 설치 하다 고객 손 시럽 하다 미지근하다 물이 나오다 설치 쉬다 만족하다
0,거 붙이 터치 자다 안되다 다시 떼버렷어
0,빡치다 다시다 거 설치 보다
0,늦다 배송 되다
0,하다 오다 교환 신청 하니 색칠 해주다 끝나다 집사람 번거롭다 그냥 넘어가다 장사 말다
1,좋다 이다
1,출산 전이 개 주문 하다 제왕절개 예정 자다 입 같다
1,재다 애 항상 먹이다
0,임부 용 시키다 보다 시키다 후회 하다 뻔하다 텐셀 뻣뻣하다 쨍기 느낌 들어서다 입다 힘들다 같다
1,재다 구매 항상 품질 유지 되어다 좋다
1,상품 이쁘다 좋다 다른 케이스 호환 되다 알다 아니다 같다 펙트 호환 안되다
1,배송 빠르다 디자인 예쁘다
0,폭 좁다 생각 더 작다
0,이불 자체 나쁘다 않다 먼지 붙다
1,받다 써다 보다 않다
1,깔끔하다 다만 조금 무거워 천장 붙이다 부속 개정 더 있다 더 단단하다 고정 되다 느낌 들어서다 좋다 같다
1,네이비 없다 사파이어 선택 하다 넘다 이쁘다 싸다 자다 사다 남편 좋아하다
1,디자인 마음 드네 다만 사이즈 생각 작고 좀 얇다 아쉽다
0,김의준 고구마 왕팬 주문 해봤다 토마토 이하 이다 터지다 많다 단맛 없다 단단하다 않다 유
1,좋다 잘쓰다
0,생각 버튼 같다 조악하다
0,생각 재활용품 꺼내다 불편하다
1,총알 배송 좋다 제품 강력 추천 하다
1,보습 종말 좋다 같다
1,아주 튼튼하다 되다 같다
0,간단하다 사용 하다 있다 좋다
1,아가 입히다 사다 지금 입다 좀 크다 원단 모양 넘다 예쁘다
